,hour,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,click
3844323,14102120.0,1.0,85f751fd,c4e18dd6,50e219e0,c6e52c21,7801e8d9,0f2161f8,c46d5d7b,7687bb76,a89a0950,4.0,0.0,
3844324,14102120.0,0.0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,c357dbff,39e40b11,373ecbe6,0.0,0.0,
3844334,,,,,,,,,,,,,,0.0
3844339,,,,,,,,,,,,,,0.0
3844342,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,e87abd5d,7abbbd5c,1.0,0.0,
3844343,,,,,,,,,,,,,,0.0
3844345,,,,,,,,,,,,,,0.0
3844374,14102120.0,1.0,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,445696bd,e9bf7f4c,2b092d6f,4.0,0.0,
3844375,,,,,,,,,,,,,,0.0
3844383,,,,,,,,,,,,,,0.0
3844388,,,,,,,,,,,,,,0.0
3844395,14102120.0,1.0,85f751fd,c4e18dd6,50e219e0,a607e6a7,7801e8d9,0f2161f8,5fe9a3cd,3dd7a5ef,fdfa8fcd,4.0,0.0,
3844402,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,f900ac12,be74e6fe,1.0,0.0,
3844415,,,,,,,,,,,,,,0.0
3844422,,,,,,,,,,,,,,1.0
3844448,14102120.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6ce24d5e,7abbbd5c,1.0,0.0,
3844450,,,,,,,,,,,,,,0.0
3844451,,,,,,,,,,,,,,1.0
3844457,,,,,,,,,,,,,,0.0
3844460,,,,,,,,,,,,,,0.0
3844467,,,,,,,,,,,,,,0.0
3844472,14102120.0,0.0,7294ea0f,863fa89d,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,b14d92fe,a0f5f879,1.0,0.0,
3844477,,,,,,,,,,,,,,0.0
3844478,,,,,,,,,,,,,,0.0
3844486,,,,,,,,,,,,,,0.0
3844507,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,95a19ee3,d787e91b,1.0,0.0,
3844508,,,,,,,,,,,,,,0.0
3844517,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,23c3ff8b,10ce9a37,1.0,0.0,
3844522,,,,,,,,,,,,,,0.0
3844530,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,d6e7a537,f1ad6ec5,76dc4769,1.0,0.0,
3844531,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9c57233f,a8964a12,1.0,0.0,
3844539,,,,,,,,,,,,,,0.0
3844543,,,,,,,,,,,,,,0.0
3844549,,,,,,,,,,,,,,0.0
3844552,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,d8784af5,2347f47a,8ded1f7a,e8ff7b3d,a636a32c,33c9c797,1.0,0.0,
3844557,,,,,,,,,,,,,,0.0
3844562,,,,,,,,,,,,,,1.0
3844581,,,,,,,,,,,,,,0.0
3844582,,,,,,,,,,,,,,0.0
3844590,,,,,,,,,,,,,,0.0
3844593,,,,,,,,,,,,,,0.0
3844615,,,,,,,,,,,,,,0.0
3844619,,,,,,,,,,,,,,0.0
3844620,,,,,,,,,,,,,,0.0
3844627,,,,,,,,,,,,,,1.0
3844646,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,5aa007a8,ab145aa1,1.0,0.0,
3844652,,,,,,,,,,,,,,0.0
3844659,,,,,,,,,,,,,,0.0
3844672,,,,,,,,,,,,,,1.0
3844678,,,,,,,,,,,,,,0.0
3844679,,,,,,,,,,,,,,1.0
3844680,,,,,,,,,,,,,,0.0
3844692,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dab29f53,ecb851b2,1.0,0.0,
3844701,,,,,,,,,,,,,,0.0
3844710,14102120.0,0.0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,92b0224a,6e1e2240,1.0,0.0,
3844718,,,,,,,,,,,,,,0.0
3844722,,,,,,,,,,,,,,0.0
3844723,,,,,,,,,,,,,,0.0
3844729,,,,,,,,,,,,,,0.0
3844735,,,,,,,,,,,,,,0.0
3844741,,,,,,,,,,,,,,0.0
3844746,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,7ba1a6db,4ea23a13,1.0,0.0,
3844754,,,,,,,,,,,,,,0.0
3844755,,,,,,,,,,,,,,0.0
3844756,,,,,,,,,,,,,,0.0
3844763,,,,,,,,,,,,,,0.0
3844764,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,4f428abd,72a00661,1.0,0.0,
3844776,,,,,,,,,,,,,,0.0
3844778,,,,,,,,,,,,,,0.0
3844781,,,,,,,,,,,,,,0.0
3844798,14102120.0,1.0,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,3e797647,09af90e9,fce66524,4.0,0.0,
3844799,,,,,,,,,,,,,,0.0
3844802,,,,,,,,,,,,,,0.0
3844811,14102120.0,1.0,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5c62ab90,8a4875bd,1.0,0.0,
3844842,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b79e1ece,711ee120,1.0,0.0,
3844859,,,,,,,,,,,,,,0.0
3844861,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3a8a4146,8a4875bd,1.0,0.0,
3844862,,,,,,,,,,,,,,0.0
3844868,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,dfdd226c,7801e8d9,07d7df22,fadcfabd,9367d5dc,37d3900c,0.0,0.0,
3844872,,,,,,,,,,,,,,0.0
3844873,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,ae95f6be,7801e8d9,0f2161f8,b2eab175,4704c4f9,7abbbd5c,1.0,0.0,
3844881,,,,,,,,,,,,,,0.0
3844909,,,,,,,,,,,,,,0.0
3844918,,,,,,,,,,,,,,0.0
3844930,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,b3c816b6,5672f5df,c136b9bf,1.0,0.0,
3844933,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,8c6f55cf,2891f384,1.0,0.0,
3844935,,,,,,,,,,,,,,1.0
3844939,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,a5441784,dfeda01b,1.0,0.0,
3844958,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,edc4360b,d787e91b,1.0,0.0,
3844960,,,,,,,,,,,,,,1.0
3844966,,,,,,,,,,,,,,1.0
3844967,,,,,,,,,,,,,,0.0
3844968,,,,,,,,,,,,,,0.0
3844972,,,,,,,,,,,,,,1.0
3844982,,,,,,,,,,,,,,0.0
3844985,,,,,,,,,,,,,,0.0
3844986,,,,,,,,,,,,,,0.0
3844991,,,,,,,,,,,,,,0.0
3845001,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6d3ce29e,517bef98,1.0,0.0,
3845005,,,,,,,,,,,,,,0.0
3845015,,,,,,,,,,,,,,0.0
3845029,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,7ebe93cc,8f3430ee,e981565c,1.0,0.0,
3845036,,,,,,,,,,,,,,0.0
3845045,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f1b600af,3bd9e8e7,1.0,0.0,
3845060,,,,,,,,,,,,,,1.0
3845061,,,,,,,,,,,,,,0.0
3845062,,,,,,,,,,,,,,0.0
3845067,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,1130f21c,3332fc4f,ecb851b2,1.0,0.0,
3845068,,,,,,,,,,,,,,0.0
3845072,,,,,,,,,,,,,,0.0
3845075,,,,,,,,,,,,,,0.0
3845092,14102120.0,0.0,8e4b93dc,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,4f3e6dcc,30464238,f9ba9057,0.0,0.0,
3845093,,,,,,,,,,,,,,0.0
3845096,,,,,,,,,,,,,,1.0
3845099,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,de23f149,ae637522,0f2161f8,a99f214a,f50e0b78,981edffc,1.0,3.0,
3845101,,,,,,,,,,,,,,0.0
3845110,,,,,,,,,,,,,,0.0
3845113,,,,,,,,,,,,,,0.0
3845114,14102120.0,1.0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bd7d6da7,8571106b,1.0,0.0,
3845116,,,,,,,,,,,,,,0.0
3845117,,,,,,,,,,,,,,0.0
3845119,,,,,,,,,,,,,,1.0
3845132,,,,,,,,,,,,,,0.0
3845146,,,,,,,,,,,,,,0.0
3845157,,,,,,,,,,,,,,0.0
3845160,,,,,,,,,,,,,,0.0
3845172,,,,,,,,,,,,,,0.0
3845178,,,,,,,,,,,,,,0.0
3845183,,,,,,,,,,,,,,0.0
3845184,,,,,,,,,,,,,,0.0
3845197,,,,,,,,,,,,,,0.0
3845205,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,c105f675,2347f47a,0f2161f8,a99f214a,8961ffa0,d6e0e6ff,1.0,0.0,
3845207,,,,,,,,,,,,,,0.0
3845209,,,,,,,,,,,,,,1.0
3845210,,,,,,,,,,,,,,0.0
3845232,,,,,,,,,,,,,,0.0
3845239,,,,,,,,,,,,,,0.0
3845240,,,,,,,,,,,,,,0.0
3845248,,,,,,,,,,,,,,0.0
3845253,,,,,,,,,,,,,,0.0
3845256,,,,,,,,,,,,,,0.0
3845259,,,,,,,,,,,,,,0.0
3845272,,,,,,,,,,,,,,0.0
3845292,,,,,,,,,,,,,,0.0
3845295,,,,,,,,,,,,,,0.0
3845304,,,,,,,,,,,,,,0.0
3845307,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6279a8ef,27466962,1.0,0.0,
3845309,,,,,,,,,,,,,,1.0
3845322,,,,,,,,,,,,,,0.0
3845345,,,,,,,,,,,,,,0.0
3845356,,,,,,,,,,,,,,1.0
3845366,,,,,,,,,,,,,,0.0
3845377,,,,,,,,,,,,,,1.0
3845394,,,,,,,,,,,,,,0.0
3845398,,,,,,,,,,,,,,0.0
3845401,,,,,,,,,,,,,,1.0
3845403,,,,,,,,,,,,,,0.0
3845411,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e8937587,d9b5648e,0f2161f8,a99f214a,2d0e45da,99e427c9,1.0,0.0,
3845422,,,,,,,,,,,,,,0.0
3845432,,,,,,,,,,,,,,0.0
3845464,,,,,,,,,,,,,,1.0
3845469,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,37e72f0e,8a4875bd,1.0,0.0,
3845476,,,,,,,,,,,,,,0.0
3845501,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,220e8d02,33da2e74,0f2161f8,aea0eb62,f46f0a98,3bb1ddd7,1.0,0.0,
3845510,,,,,,,,,,,,,,0.0
3845533,,,,,,,,,,,,,,0.0
3845544,,,,,,,,,,,,,,1.0
3845546,,,,,,,,,,,,,,0.0
3845548,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,afb88019,aad45b01,1.0,0.0,
3845553,,,,,,,,,,,,,,0.0
3845579,,,,,,,,,,,,,,0.0
3845593,,,,,,,,,,,,,,0.0
3845598,,,,,,,,,,,,,,0.0
3845619,,,,,,,,,,,,,,1.0
3845627,,,,,,,,,,,,,,0.0
3845628,,,,,,,,,,,,,,1.0
3845633,,,,,,,,,,,,,,0.0
3845651,,,,,,,,,,,,,,0.0
3845670,,,,,,,,,,,,,,0.0
3845672,,,,,,,,,,,,,,0.0
3845673,,,,,,,,,,,,,,0.0
3845677,,,,,,,,,,,,,,0.0
3845679,,,,,,,,,,,,,,0.0
3845690,,,,,,,,,,,,,,0.0
3845698,,,,,,,,,,,,,,0.0
3845723,,,,,,,,,,,,,,0.0
3845731,,,,,,,,,,,,,,0.0
3845740,,,,,,,,,,,,,,0.0
3845741,,,,,,,,,,,,,,0.0
3845742,,,,,,,,,,,,,,1.0
3845750,,,,,,,,,,,,,,0.0
3845757,,,,,,,,,,,,,,0.0
3845765,,,,,,,,,,,,,,0.0
3845769,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,2c74b342,bf57f78d,76dc4769,1.0,0.0,
3845773,,,,,,,,,,,,,,0.0
3845780,,,,,,,,,,,,,,0.0
3845783,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,60c06b3c,3db9fde9,1.0,0.0,
3845793,,,,,,,,,,,,,,0.0
3845797,,,,,,,,,,,,,,0.0
3845813,,,,,,,,,,,,,,0.0
3845816,,,,,,,,,,,,,,0.0
3845817,,,,,,,,,,,,,,1.0
3845821,,,,,,,,,,,,,,0.0
3845826,,,,,,,,,,,,,,0.0
3845861,,,,,,,,,,,,,,1.0
3845863,,,,,,,,,,,,,,0.0
3845867,,,,,,,,,,,,,,0.0
3845877,,,,,,,,,,,,,,0.0
3845883,,,,,,,,,,,,,,0.0
3845886,,,,,,,,,,,,,,0.0
3845896,,,,,,,,,,,,,,0.0
3845897,,,,,,,,,,,,,,0.0
3845898,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,fb7c70a3,d9b5648e,0f2161f8,ed706235,1a384e41,b4b19c97,1.0,0.0,
3845910,,,,,,,,,,,,,,0.0
3845928,,,,,,,,,,,,,,0.0
3845929,,,,,,,,,,,,,,0.0
3845945,,,,,,,,,,,,,,0.0
3845974,,,,,,,,,,,,,,0.0
3845977,,,,,,,,,,,,,,1.0
3845986,,,,,,,,,,,,,,1.0
3845990,,,,,,,,,,,,,,0.0
3846005,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,94455963,00b1f3a7,1.0,0.0,
3846006,,,,,,,,,,,,,,0.0
3846013,,,,,,,,,,,,,,0.0
3846018,,,,,,,,,,,,,,1.0
3846048,,,,,,,,,,,,,,0.0
3846062,,,,,,,,,,,,,,0.0
3846068,,,,,,,,,,,,,,0.0
3846078,,,,,,,,,,,,,,0.0
3846093,,,,,,,,,,,,,,0.0
3846103,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,fb7c70a3,d9b5648e,0f2161f8,f3cbbded,30e0976b,cd63b0bb,1.0,0.0,
3846111,,,,,,,,,,,,,,0.0
3846117,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,dc1811f0,89416188,1.0,0.0,
3846119,,,,,,,,,,,,,,1.0
3846121,,,,,,,,,,,,,,0.0
3846124,,,,,,,,,,,,,,1.0
3846134,,,,,,,,,,,,,,0.0
3846147,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,0fb926d9,57b3c6c3,1.0,0.0,
3846152,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,89bdfe24,2347f47a,0f2161f8,a99f214a,e2d186c2,7b7ca585,1.0,0.0,
3846162,,,,,,,,,,,,,,0.0
3846169,,,,,,,,,,,,,,0.0
3846176,,,,,,,,,,,,,,0.0
3846180,,,,,,,,,,,,,,0.0
3846184,,,,,,,,,,,,,,0.0
3846199,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,512e8490,fbec56bc,1.0,0.0,
3846205,,,,,,,,,,,,,,0.0
3846219,,,,,,,,,,,,,,0.0
3846224,,,,,,,,,,,,,,0.0
3846225,,,,,,,,,,,,,,0.0
3846228,,,,,,,,,,,,,,1.0
3846229,,,,,,,,,,,,,,0.0
3846237,,,,,,,,,,,,,,0.0
3846240,,,,,,,,,,,,,,0.0
3846243,,,,,,,,,,,,,,0.0
3846245,,,,,,,,,,,,,,0.0
3846262,,,,,,,,,,,,,,0.0
3846265,,,,,,,,,,,,,,0.0
3846266,,,,,,,,,,,,,,0.0
3846279,,,,,,,,,,,,,,0.0
3846285,,,,,,,,,,,,,,0.0
3846307,14102120.0,1.0,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b0b1b0ac,9fef9da8,1.0,0.0,
3846310,,,,,,,,,,,,,,0.0
3846319,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,da164bd1,999112d6,1.0,0.0,
3846326,,,,,,,,,,,,,,0.0
3846333,,,,,,,,,,,,,,1.0
3846349,,,,,,,,,,,,,,0.0
3846366,,,,,,,,,,,,,,0.0
3846377,,,,,,,,,,,,,,0.0
3846381,,,,,,,,,,,,,,1.0
3846387,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b88d8f20,7fdd04d2,1.0,0.0,
3846392,,,,,,,,,,,,,,0.0
3846398,,,,,,,,,,,,,,0.0
3846401,,,,,,,,,,,,,,0.0
3846403,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,4f6be11a,d787e91b,1.0,0.0,
3846407,,,,,,,,,,,,,,0.0
3846411,,,,,,,,,,,,,,0.0
3846444,,,,,,,,,,,,,,0.0
3846446,,,,,,,,,,,,,,1.0
3846455,14102120.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,57437b5d,be6db1d7,1.0,0.0,
3846456,14102120.0,0.0,ceea3181,6225315b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b432a37e,3bd9e8e7,1.0,0.0,
3846461,,,,,,,,,,,,,,0.0
3846472,,,,,,,,,,,,,,0.0
3846473,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,fb7c70a3,d9b5648e,0f2161f8,308494aa,8fee9e1e,cd63b0bb,1.0,0.0,
3846485,,,,,,,,,,,,,,0.0
3846487,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,a99f214a,03418440,0eb711ec,1.0,0.0,
3846494,,,,,,,,,,,,,,0.0
3846497,,,,,,,,,,,,,,0.0
3846498,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,7e5b53ce,d056b4bf,1.0,0.0,
3846499,,,,,,,,,,,,,,0.0
3846514,,,,,,,,,,,,,,0.0
3846525,,,,,,,,,,,,,,0.0
3846526,,,,,,,,,,,,,,0.0
3846538,,,,,,,,,,,,,,0.0
3846552,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,79ebd9dd,411c16c9,1.0,0.0,
3846566,,,,,,,,,,,,,,1.0
3846585,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,d75baba3,2e88cf4e,5096d134,1.0,0.0,
3846594,,,,,,,,,,,,,,0.0
3846609,,,,,,,,,,,,,,0.0
3846610,,,,,,,,,,,,,,1.0
3846613,,,,,,,,,,,,,,1.0
3846619,,,,,,,,,,,,,,1.0
3846652,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,a4869716,2347f47a,d1327cf5,a99f214a,26d4b3fe,cfda8af0,1.0,2.0,
3846655,,,,,,,,,,,,,,0.0
3846667,,,,,,,,,,,,,,0.0
3846668,,,,,,,,,,,,,,0.0
3846670,,,,,,,,,,,,,,0.0
3846671,,,,,,,,,,,,,,0.0
3846685,,,,,,,,,,,,,,1.0
3846688,,,,,,,,,,,,,,1.0
3846689,,,,,,,,,,,,,,1.0
3846692,,,,,,,,,,,,,,1.0
3846699,14102120.0,1.0,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,253c9d56,0d9ae625,1.0,0.0,
3846712,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,15157363,9e3836ff,1.0,0.0,
3846714,,,,,,,,,,,,,,0.0
3846724,,,,,,,,,,,,,,0.0
3846732,,,,,,,,,,,,,,0.0
3846734,,,,,,,,,,,,,,0.0
3846749,,,,,,,,,,,,,,0.0
3846765,,,,,,,,,,,,,,1.0
3846773,,,,,,,,,,,,,,0.0
3846779,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6eb818f,36d749e5,1.0,0.0,
3846782,,,,,,,,,,,,,,0.0
3846786,,,,,,,,,,,,,,0.0
3846801,,,,,,,,,,,,,,0.0
3846813,,,,,,,,,,,,,,0.0
3846816,,,,,,,,,,,,,,1.0
3846817,,,,,,,,,,,,,,0.0
3846820,,,,,,,,,,,,,,0.0
3846824,,,,,,,,,,,,,,1.0
3846836,,,,,,,,,,,,,,0.0
3846847,,,,,,,,,,,,,,0.0
3846854,,,,,,,,,,,,,,0.0
3846860,,,,,,,,,,,,,,0.0
3846864,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,a20a8169,93e8acf2,6d44e29a,1.0,0.0,
3846875,,,,,,,,,,,,,,0.0
3846878,,,,,,,,,,,,,,1.0
3846880,,,,,,,,,,,,,,0.0
3846886,,,,,,,,,,,,,,0.0
3846888,,,,,,,,,,,,,,0.0
3846891,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fc40f7f3,43617dfa,1.0,0.0,
3846896,,,,,,,,,,,,,,0.0
3846902,,,,,,,,,,,,,,0.0
3846912,,,,,,,,,,,,,,0.0
3846915,,,,,,,,,,,,,,1.0
3846917,14102120.0,1.0,85f751fd,c4e18dd6,50e219e0,3fc1c0a3,7801e8d9,0f2161f8,be145859,785ef404,f07e20f8,4.0,3.0,
3846937,,,,,,,,,,,,,,0.0
3846961,,,,,,,,,,,,,,0.0
3846963,14102120.0,1.0,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,376f96f1,a0f5f879,1.0,0.0,
3846968,,,,,,,,,,,,,,1.0
3846985,,,,,,,,,,,,,,1.0
3847004,,,,,,,,,,,,,,0.0
3847006,,,,,,,,,,,,,,0.0
3847011,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,9f41cdad,7801e8d9,07d7df22,23aea9de,94b74e16,072c9f1e,0.0,0.0,
3847026,,,,,,,,,,,,,,0.0
3847028,,,,,,,,,,,,,,1.0
3847038,,,,,,,,,,,,,,0.0
3847039,,,,,,,,,,,,,,0.0
3847044,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,e313515f,aad45b01,1.0,0.0,
3847048,,,,,,,,,,,,,,0.0
3847056,,,,,,,,,,,,,,0.0
3847079,,,,,,,,,,,,,,0.0
3847083,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,160e9eb1,1f0bc64f,1.0,0.0,
3847088,,,,,,,,,,,,,,0.0
3847089,,,,,,,,,,,,,,1.0
3847091,,,,,,,,,,,,,,0.0
3847093,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,d348cbc8,891f89cf,e1f641eb,1.0,0.0,
3847120,,,,,,,,,,,,,,1.0
3847122,,,,,,,,,,,,,,0.0
3847124,,,,,,,,,,,,,,0.0
3847127,,,,,,,,,,,,,,0.0
3847131,,,,,,,,,,,,,,0.0
3847139,,,,,,,,,,,,,,0.0
3847151,,,,,,,,,,,,,,0.0
3847158,,,,,,,,,,,,,,0.0
3847164,,,,,,,,,,,,,,0.0
3847170,,,,,,,,,,,,,,0.0
3847172,,,,,,,,,,,,,,1.0
3847177,,,,,,,,,,,,,,1.0
3847184,,,,,,,,,,,,,,0.0
3847201,,,,,,,,,,,,,,0.0
3847203,,,,,,,,,,,,,,0.0
3847209,,,,,,,,,,,,,,0.0
3847216,,,,,,,,,,,,,,0.0
3847221,,,,,,,,,,,,,,0.0
3847224,,,,,,,,,,,,,,0.0
3847225,,,,,,,,,,,,,,0.0
3847229,,,,,,,,,,,,,,0.0
3847239,,,,,,,,,,,,,,0.0
3847246,,,,,,,,,,,,,,0.0
3847262,,,,,,,,,,,,,,0.0
3847280,,,,,,,,,,,,,,0.0
3847297,,,,,,,,,,,,,,0.0
3847310,,,,,,,,,,,,,,0.0
3847320,,,,,,,,,,,,,,0.0
3847323,,,,,,,,,,,,,,1.0
3847324,,,,,,,,,,,,,,0.0
3847331,,,,,,,,,,,,,,0.0
3847334,,,,,,,,,,,,,,0.0
3847345,,,,,,,,,,,,,,0.0
3847359,,,,,,,,,,,,,,0.0
3847364,14102120.0,0.0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c09bbd2e,7558c63e,1.0,0.0,
3847369,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,b8ab687f,bcc261d1,1.0,0.0,
3847415,,,,,,,,,,,,,,0.0
3847420,14102120.0,1.0,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,8c2bdd90,db6771e3,d29ed2f5,5.0,0.0,
3847422,14102120.0,0.0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,03b48d6f,9efa421a,1.0,0.0,
3847441,,,,,,,,,,,,,,0.0
3847443,,,,,,,,,,,,,,0.0
3847448,,,,,,,,,,,,,,0.0
3847456,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0f0538a1,43a30462,1.0,0.0,
3847458,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,2486d078,af7fe221,1.0,0.0,
3847466,,,,,,,,,,,,,,0.0
3847468,,,,,,,,,,,,,,0.0
3847495,,,,,,,,,,,,,,0.0
3847497,,,,,,,,,,,,,,0.0
3847511,,,,,,,,,,,,,,0.0
3847518,,,,,,,,,,,,,,0.0
3847530,,,,,,,,,,,,,,0.0
3847540,,,,,,,,,,,,,,0.0
3847550,14102120.0,0.0,85f751fd,c4e18dd6,50e219e0,3bfa19cb,2347f47a,0f2161f8,181ca8d5,048c5964,fb83367f,1.0,0.0,
3847565,,,,,,,,,,,,,,0.0
3847566,,,,,,,,,,,,,,0.0
3847568,,,,,,,,,,,,,,0.0
3847575,,,,,,,,,,,,,,0.0
3847577,14102120.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a34de27f,5db079b5,1.0,2.0,
3847588,,,,,,,,,,,,,,0.0
3847629,,,,,,,,,,,,,,0.0
3847635,,,,,,,,,,,,,,0.0
3847640,,,,,,,,,,,,,,0.0
3847651,,,,,,,,,,,,,,1.0
3847666,,,,,,,,,,,,,,0.0
3847688,,,,,,,,,,,,,,0.0
